nom_projet;arrond;date_fin_t;ope_statut;ope_type;ind_arb_plant;st_area_shape;geo_shape
201800070565 Place Saint Augustin (aménagement);8;2021-06-15T02:00:00+00:00;Réalisé;Aménagement de sécurité;2.0;6811.003320609789;"{""coordinates"": [[[2.3193148577614626, 48.875078423443014], [2.3200933104712598, 48.87509741852737], [2.320141320721338, 48.87501572632754], [2.320213347963478, 48.87499792105983], [2.320605025678643, 48.87503110893231], [2.3206211839319195, 48.874850877714856], [2.3206166827007078, 48.874772530499335], [2.3205262965287874, 48.87450426521325], [2.3204496991990693, 48.87444918742315], [2.3198915252593717, 48.874478802855016], [2.319835970338446, 48.87450398798164], [2.3193676995893866, 48.87441571818592], [2.319150190771658, 48.874578411104594], [2.319126648789629, 48.874689385223554], [2.3192142197443757, 48.874961278773945], [2.3193148577614626, 48.875078423443014]]], ""type"": ""Polygon""}"
202200652838 RAE Phase 2 : rue du Sommerard;5;2023-06-01T02:00:00+00:00;Réalisé;Aménagement urbain;11.0;1087.5869265626284;"{""coordinates"": [[[[2.3471064440834386, 48.849730758669004], [2.34705309421661, 48.849748227138264], [2.3470605758316156, 48.84975691978403], [2.347047153244651, 48.84978189183097], [2.346191576148678, 48.84996790574909], [2.3461510221496678, 48.84995538902264], [2.346159678123687, 48.84997202766595], [2.346101526964096, 48.849959065805876], [2.3461863870829363, 48.85012482868597], [2.346186484308945, 48.85012468262207], [2.3461886349034597, 48.85012901488496], [2.3462446920788684, 48.8501156599661], [2.3462318802580198, 48.85009191079071], [2.3462480755093376, 48.85006604294098], [2.347123868325786, 48.849877483139885], [2.347167186240441, 48.84988955864355], [2.3472485031155257, 48.849998798429766], [2.3472838281273174, 48.84998806216107], [2.347159384986546, 48.84980695509465], [2.347160693007681, 48.84980664655741], [2.3471064440834386, 48.849730758669004]], [[2.3462194360471362, 48.85002007050478], [2.346224574785436, 48.85002986470242], [2.346220403240187, 48.850022815231384], [2.346218989247895, 48.85002016429452], [2.3462194360471362, 48.85002007050478]], [[2.3470194288458806, 48.84983881282975], [2.3470204371065733, 48.84983980582656], [2.347023132445816, 48.849839168502726], [2.347034305110363, 48.8498573758066], [2.3470317006976726, 48.849857934483445], [2.3470194288458806, 48.84983881282975]], [[2.3464685474603137, 48.84999342818307], [2.3464669293760365, 48.84999661835775], [2.3462337852115738, 48.850045435234485], [2.346233175379743, 48.85004440303783], [2.3464685474603137, 48.84999342818307]]], [[[2.347184723690674, 48.84971517185391], [2.3471625432128262, 48.84972324757103], [2.347222670338967, 48.84977047891169], [2.347293177457437, 48.849760390559084], [2.347280963499919, 48.8497439304446], [2.3472147458221353, 48.84974220305545], [2.347184723690674, 48.84971517185391]]], [[[2.3473090058302106, 48.84981424767184], [2.347224506387927, 48.84983974302556], [2.3472618206942553, 48.84989049316924], [2.3473283351294123, 48.84986854207849], [2.347311474355562, 48.849837485236684], [2.3473204662052702, 48.84983571309044], [2.3473090058302106, 48.84981424767184]]]], ""type"": ""MultiPolygon""}"
202300845971 Végétalisation pieds d'arbres boulevard de la Bastille;12;2024-04-30T02:00:00+00:00;Réalisé;Aménagement urbain;2.0;1504.9749918514917;"{""coordinates"": [[[[2.3668592776282784, 48.8466026548162], [2.3667691583181094, 48.84663769709866], [2.3664682924650458, 48.846868342739704], [2.36688264766056, 48.84695068154801], [2.366949902827205, 48.847094023595986], [2.367096324251364, 48.84742266438693], [2.367237356230732, 48.84739973119726], [2.367038470560191, 48.84695970279225], [2.3668840040980785, 48.84661189346696], [2.3668592776282784, 48.8466026548162]]], [[[2.3669697048472993, 48.84662828537915], [2.3669385976060053, 48.84663312930393], [2.3669748134616784, 48.84671893080525], [2.3670038509980795, 48.846714075021175], [2.3669697048472993, 48.84662828537915]]], [[[2.367090997164242, 48.84663985519868], [2.3670661379072633, 48.84664154578463], [2.367111106848435, 48.846745152268326], [2.3671380746110935, 48.84674028640197], [2.367090997164242, 48.84663985519868]]], [[[2.367091306437996, 48.846912623941556], [2.3670646943699283, 48.84691658152895], [2.367123163895706, 48.847044849637214], [2.3671473435611308, 48.84704224529437], [2.367091306437996, 48.846912623941556]]]], ""type"": ""MultiPolygon""}"
202100543241 Rue Pirandello (plantations);13;2022-02-19T01:00:00+00:00;Réalisé;Aménagement urbain;8.0;377.25119605977557;"{""coordinates"": [[[[2.3551719481510363, 48.83624243011221], [2.355144612893779, 48.83627734727853], [2.3560467807811425, 48.836621917455275], [2.3560726737066835, 48.83659200180515], [2.3551719481510363, 48.83624243011221]]], [[[2.3563891660896594, 48.836714834616494], [2.356375112599396, 48.83673570615024], [2.3566648396270806, 48.83684746598042], [2.3566830218988977, 48.836827526779985], [2.3563891660896594, 48.836714834616494]]]], ""type"": ""MultiPolygon""}"
202200706653 EVQ1 Rue des Colonels Renard (aménagement);17;2024-02-15T01:00:00+00:00;Réalisé;Aménagement urbain;8.0;1073.0220660250259;"{""coordinates"": [[[2.290360356721012, 48.87768525097674], [2.291499937492415, 48.8780572011741], [2.291572932538023, 48.87796929282138], [2.2904320726684744, 48.87759005104409], [2.290360356721012, 48.87768525097674]]], ""type"": ""Polygon""}"
202500899592 Sarah Monod;12;2023-11-30T01:00:00+00:00;Réalisé;Aménagement urbain;82.0;3355.650270148424;"{""coordinates"": [[[2.3900746873282457, 48.84431264637403], [2.3902634430057876, 48.84415464348956], [2.390088951641791, 48.84405853990803], [2.3903917566857005, 48.84380176430939], [2.3897578764899503, 48.84351537501326], [2.389328114373894, 48.84390148890639], [2.3899729475747886, 48.84421691442682], [2.3900746873282457, 48.84431264637403]]], ""type"": ""Polygon""}"
202200784421 Fontaine au Roi_rue de la;11;2024-03-29T01:00:00+00:00;Réalisé;Aménagement urbain;21.0;726.573432151542;"{""coordinates"": [[[2.378939186160332, 48.87003757513251], [2.3791104565040726, 48.86991460597681], [2.379044130715061, 48.86991972628346], [2.378515701359764, 48.86966198179203], [2.378502375827288, 48.869621840790195], [2.3784666584106313, 48.869607084247704], [2.378344908631681, 48.86974488170061], [2.3783987123755557, 48.86974789331915], [2.3789313594166765, 48.86999928478432], [2.378939186160332, 48.87003757513251]]], ""type"": ""Polygon""}"
202100334280 Piétonnisation de la place Richard Baret (aménagement);17;2022-11-02T01:00:00+00:00;Réalisé;Aménagement urbain;8.0;1825.527628699816;"{""coordinates"": [[[2.3215289795369114, 48.884654437041895], [2.3226192796450817, 48.88401309277869], [2.3226110776780953, 48.88395362213221], [2.322437715843298, 48.883931467299895], [2.322293239808793, 48.88397117617974], [2.3216691808448444, 48.88438657058607], [2.3213997595239215, 48.88450343634408], [2.321419396774779, 48.88458596776527], [2.321542700349848, 48.88455524660354], [2.321501828883998, 48.88461853746312], [2.3215289795369114, 48.884654437041895]]], ""type"": ""Polygon""}"
202200706501 Rue Notre Dame de Lorette;9;2025-04-11T02:00:00+00:00;Réalisé;Aménagement urbain;8.0;582.0311864903967;"{""coordinates"": [[[2.335500964456275, 48.88004717330128], [2.3355420810988563, 48.880071307600936], [2.33599807266058, 48.87969384117515], [2.336047434423589, 48.87972098164699], [2.3360906955238585, 48.879685248209235], [2.3360403019950167, 48.87965764696905], [2.3361540395946654, 48.87956333592348], [2.3362078752565085, 48.879591638798416], [2.336242435938299, 48.87956132141487], [2.3361930699501463, 48.879534409426626], [2.33634032108402, 48.87941068513423], [2.336364314245089, 48.87942402306283], [2.336421537642761, 48.87937607299857], [2.3363982401956616, 48.87936228297479], [2.336693718201839, 48.87911916487063], [2.3366707628350962, 48.879105605222726], [2.336587085845967, 48.87917071291502], [2.33655424609957, 48.87917440166197], [2.3362531510216873, 48.87942477287875], [2.335940913835542, 48.879685660358845], [2.335500964456275, 48.88004717330128]]], ""type"": ""Polygon""}"
202300812740 Rue Charles Nodier (aménagement);18;2024-12-31T01:00:00+00:00;Réalisé;Aménagement urbain;3.0;1880.813533576623;"{""coordinates"": [[[2.344946006297219, 48.884493416919774], [2.3447497917439253, 48.88450327188877], [2.3448268562225447, 48.885183083523025], [2.3449503326734744, 48.885686471101735], [2.3451033617573644, 48.88581662980499], [2.344946006297219, 48.884493416919774]]], ""type"": ""Polygon""}"
202400860238 EVQ1 - rue de la Rosière;15;2024-05-31T02:00:00+00:00;Réalisé;Aménagement urbain;7.0;1546.4977593405808;"{""coordinates"": [[[2.2884606573475343, 48.84408909680667], [2.288550022098959, 48.8441012400286], [2.28875258225612, 48.84432553257026], [2.289168452308841, 48.84479248694445], [2.289243370288861, 48.844762877023875], [2.2894388771625667, 48.84499719024615], [2.2894568520765697, 48.844994564730605], [2.2895235025200646, 48.84496399537609], [2.2893850355465544, 48.844806797368385], [2.288696271440571, 48.84401308399422], [2.28870355509363, 48.843984893454966], [2.288687147133402, 48.84397386768051], [2.288466649312133, 48.84405452388302], [2.2884606573475343, 48.84408909680667]]], ""type"": ""Polygon""}"
Végétalisation du Centre Sportif Elisabeth;14;2023-05-10T02:00:00+00:00;Réalisé;Nouvelle surface d’espaces verts;15.0;43784.55577397282;"{""coordinates"": [[[2.3260331430050325, 48.82174495173429], [2.3267413332100206, 48.82158838352741], [2.326734428594553, 48.82157165392491], [2.327051096459418, 48.82150096877586], [2.32706260888704, 48.82151769731029], [2.328604482838933, 48.821177178591896], [2.3289487821319406, 48.82110268807984], [2.3293967204166304, 48.82096585438452], [2.3294416306088697, 48.820946088694654], [2.329470421012093, 48.8209278415906], [2.3295153328078704, 48.82089438908557], [2.3295441236779766, 48.820861696090944], [2.32956485493896, 48.82082672113704], [2.3295763745818623, 48.820788704986064], [2.3295775309267075, 48.82075448997836], [2.329575232677961, 48.82072635700954], [2.329391092670186, 48.82012947278429], [2.3292875163762123, 48.81978655076926], [2.329263341236174, 48.81974929223093], [2.3292449229353065, 48.81972115784295], [2.329201173398342, 48.819684658287684], [2.3291493647764057, 48.81965348101883], [2.32909985706326, 48.81962914655165], [2.3290273216123296, 48.81960785317279], [2.3289697499731488, 48.81959948511823], [2.328877638992124, 48.81959491644405], [2.3287624919265753, 48.819610115438756], [2.328634680944209, 48.81963824020534], [2.3262822036474127, 48.820162693152916], [2.3261831744850023, 48.82018625570223], [2.326147477722975, 48.82019841745875], [2.32611177976824, 48.82021362091093], [2.326068019701586, 48.82023718814416], [2.326026561537615, 48.82026379655791], [2.325993163637232, 48.82029724792641], [2.3259689760105506, 48.82032918088021], [2.325949391064676, 48.82037023703149], [2.325943630518098, 48.8203930479829], [2.3258375606113675, 48.82099903319047], [2.3258582863816497, 48.82100207662933], [2.3258375289383215, 48.82113589561101], [2.3258098954759787, 48.821135133628886], [2.325743022687, 48.821522903795035], [2.3257971372733124, 48.82154647952456], [2.325861610459135, 48.82158298198347], [2.325939897106187, 48.82164457767922], [2.325995156187762, 48.821699326942806], [2.3260331430050325, 48.82174495173429]]], ""type"": ""Polygon""}"
ARB - TALUS BP 15-06;16;2025-03-19T01:00:00+00:00;Réalisé;Arbre;1575.0;335.14881092292995;"{""coordinates"": [[[2.2712610071902306, 48.870153030349464], [2.2714171700484576, 48.87031415762181], [2.2715979934396824, 48.87024373750999], [2.2714361940547496, 48.870075420042525], [2.2712610071902306, 48.870153030349464]]], ""type"": ""Polygon""}"
ARB - TALUS BP 15-05 Pte Dauphine;16;2023-03-31T02:00:00+00:00;Réalisé;Arbre;30.0;699.120207854532;"{""coordinates"": [[[2.269948385422337, 48.86789839852545], [2.271070215858625, 48.86907364577775], [2.271132626615593, 48.869064468465865], [2.2700086890019064, 48.86788365995367], [2.269948385422337, 48.86789839852545]]], ""type"": ""Polygon""}"
ARB - TALUS BP 17-08;17;2023-03-30T02:00:00+00:00;Réalisé;Arbre;15.0;106.04336209409638;"{""coordinates"": [[[2.291183084416164, 48.88795052144016], [2.291394899595298, 48.888095734749555], [2.2916130670288295, 48.88817197954463], [2.291618576482805, 48.888164874146206], [2.2911940305217624, 48.88794166396947], [2.291183084416164, 48.88795052144016]]], ""type"": ""Polygon""}"
ARB - TALUS BP 10-06;15;2025-03-19T01:00:00+00:00;Réalisé;Arbre;4.0;286.1125091724973;"{""coordinates"": [[[2.254447689750107, 48.83791729796888], [2.254644798290118, 48.83764534804612], [2.254973053564874, 48.83727712607996], [2.2549443806021534, 48.83726552540303], [2.2543907395617113, 48.83786649518751], [2.254447689750107, 48.83791729796888]]], ""type"": ""Polygon""}"
Replantations cimetières 2022-2023 - Hauts de Seine;21;2023-03-31T02:00:00+00:00;Réalisé;Arbre;67.0;1352.524991843364;"{""coordinates"": [[[2.3004336048090956, 48.80692179731534], [2.300754430905881, 48.807379606921295], [2.301160135630424, 48.806926046802396], [2.3004336048090956, 48.80692179731534]]], ""type"": ""Polygon""}"
Replantations Cimetières 2022-2023 - 16e ardt;16;2023-03-30T02:00:00+00:00;Réalisé;Arbre;6.0;99.3734327548939;"{""coordinates"": [[[2.276138764699171, 48.8634713413213], [2.276213539001336, 48.86360564248137], [2.276319121048746, 48.86346945789618], [2.276138764699171, 48.8634713413213]]], ""type"": ""Polygon""}"
Concession DFA - le Laurent - arbres;8;2023-09-29T02:00:00+00:00;Réalisé;Arbre;6.0;653.5573074132652;"{""coordinates"": [[[2.3130875549851795, 48.86934742982725], [2.313371233287144, 48.8692273986775], [2.313219736518243, 48.86904238686444], [2.312888310546757, 48.86912954862444], [2.3130875549851795, 48.86934742982725]]], ""type"": ""Polygon""}"
Nouveaux arbres crèches 2022-2023 - 4e ardt;4;2023-03-31T02:00:00+00:00;Réalisé;Arbre;3.0;101.12410898220392;"{""coordinates"": [[[2.356702883092871, 48.85598793983553], [2.356823001856316, 48.85611648586538], [2.3568966957673365, 48.85598898162015], [2.356702883092871, 48.85598793983553]]], ""type"": ""Polygon""}"
Plaine de la Belle Etoile - Phase 2;12;2022-03-31T02:00:00+00:00;Réalisé;Arbre;13.0;86663.09508084283;"{""coordinates"": [[[2.439701588460505, 48.83058639308332], [2.441831497398047, 48.83195270796588], [2.4424046027394595, 48.832288521447246], [2.4428218831045445, 48.83202871277789], [2.443539799628357, 48.832305706028535], [2.4443587353275373, 48.8315599490872], [2.443410621537497, 48.83090115821468], [2.444064943527555, 48.830380695996126], [2.442991730052884, 48.82962613602439], [2.4437363937466605, 48.82908230037989], [2.442572350205528, 48.82839870119825], [2.442026540451628, 48.828883968411], [2.4411664335022376, 48.82842783314191], [2.440311845172387, 48.829137710327494], [2.4409559696026224, 48.8295690466408], [2.439701588460505, 48.83058639308332]]], ""type"": ""Polygon""}"
Carrefour des 5 routes I1 Plantation 2021;16;2021-03-31T02:00:00+00:00;Réalisé;Arbre;224.0;1192.1677880341838;"{""coordinates"": [[[2.2458472230610647, 48.85264945476627], [2.2463428506786043, 48.85263687292703], [2.246820779456255, 48.852651304274936], [2.246824738725549, 48.85252711519093], [2.2464770846583764, 48.85248066582765], [2.246100543272997, 48.85248686035362], [2.2458340627407076, 48.852512308564386], [2.2458472230610647, 48.85264945476627]]], ""type"": ""Polygon""}"
BB - Parking DBB;16;2023-03-30T02:00:00+00:00;Réalisé;Arbre;83.0;1087.6481746377842;"{""coordinates"": [[[2.259371923483308, 48.86964352296], [2.259577160828423, 48.870095922725824], [2.2599581818971366, 48.869636407318296], [2.259371923483308, 48.86964352296]]], ""type"": ""Polygon""}"
COURS OASIS COLL Paul Gauguin;9;2021-09-02T02:00:00+00:00;Réalisé;Végétalisation de l’espace public;4.0;671.0473089433068;"{""coordinates"": [[[2.3421559543033443, 48.87932267645229], [2.342437012081455, 48.87925588017745], [2.3418749481298597, 48.87904188435322], [2.341773551713999, 48.879183613199174], [2.3417839342255147, 48.87918367028416], [2.3421559543033443, 48.87932267645229]]], ""type"": ""Polygon""}"
Replantations Alignement 2022-2023 - 03e ardt;3;2023-03-31T02:00:00+00:00;Réalisé;Arbre;5.0;182.01288324543646;"{""coordinates"": [[[2.3604977186720264, 48.86446365411404], [2.360613028835346, 48.86461893937841], [2.360777361404757, 48.86445325060828], [2.3604977186720264, 48.86446365411404]]], ""type"": ""Polygon""}"
Replantations Alignement 2022-2023 - 04e ardt;4;2023-03-30T02:00:00+00:00;Réalisé;Arbre;14.0;80.3963785029448;"{""coordinates"": [[[2.354100114035341, 48.85649059359335], [2.354197948296022, 48.856598201066674], [2.3542760101378777, 48.856482619541026], [2.354100114035341, 48.85649059359335]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2022-2023 - 19e ardt;19;2023-03-30T02:00:00+00:00;Réalisé;Arbre;2.0;99.20960393310746;"{""coordinates"": [[[2.378313790904994, 48.882329362538535], [2.3783753268675514, 48.88246352721354], [2.378494208727622, 48.88232732427529], [2.378313790904994, 48.882329362538535]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2020-2021 - 08e ardt;8;2021-03-31T02:00:00+00:00;Réalisé;Arbre;4.0;312.567599116308;"{""coordinates"": [[[2.317928593156681, 48.87774866517735], [2.3179442267331343, 48.87774750374036], [2.3179594211190158, 48.877743645206145], [2.317973714640599, 48.87773720681431], [2.3179866729964638, 48.877728384192146], [2.317997902453524, 48.87771744541055], [2.31800706181041, 48.87770472283888], [2.3180138727646966, 48.87769060304602], [2.318018128368985, 48.87767551505475], [2.3180196993188926, 48.877659917306026], [2.3180185378819007, 48.87764428372957], [2.318014679347685, 48.87762908934369], [2.318008240955855, 48.87761479582211], [2.3179994183336885, 48.877601837466244], [2.3179884795520955, 48.877590608009186], [2.31797575698042, 48.8775814486523], [2.317961637187563, 48.87757463769801], [2.317946549196287, 48.87757038209372], [2.3179309514475714, 48.87756881114382], [2.317915317871118, 48.87756997258081], [2.3179001234852366, 48.87757383111502], [2.3178858299636533, 48.87758026950686], [2.3178728716077885, 48.87758909212902], [2.3178616421507283, 48.877600030910614], [2.3178524827938425, 48.87761275348229], [2.3178456718395557, 48.87762687327515], [2.317841416235267, 48.87764196126642], [2.3178398452853597, 48.87765755901514], [2.3178410067223516, 48.877673192591594], [2.3178448652565673, 48.877688386977475], [2.317851303648397, 48.877702680499056], [2.317860126270564, 48.87771563885492], [2.317871065052157, 48.87772686831198], [2.3178837876238325, 48.87773602766887], [2.317897907416689, 48.877742838623156], [2.317912995407965, 48.877747094227445], [2.317928593156681, 48.87774866517735]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2023-2024 - 05e ardt;5;2024-04-09T02:00:00+00:00;Réalisé;Arbre;1.0;63.94908393628938;"{""coordinates"": [[[2.3439078641412294, 48.84520377488687], [2.3439849187809427, 48.84509711679893], [2.343833416920098, 48.84510342507027], [2.3439078641412294, 48.84520377488687]]], ""type"": ""Polygon""}"
Replantations Alignement 2023-2024 - 15e ardt;15;2024-04-09T02:00:00+00:00;Réalisé;Arbre;144.0;53.2033074452626;"{""coordinates"": [[[2.3010200838255472, 48.84178210042159], [2.3011150215560314, 48.841692230839165], [2.3009708302157206, 48.84169138834727], [2.3010200838255472, 48.84178210042159]]], ""type"": ""Polygon""}"
Replantations Jardins 2023-2024 - 15e ardt;15;2024-04-09T02:00:00+00:00;Réalisé;Arbre;307.0;44.94283936741918;"{""coordinates"": [[[2.3015358585381365, 48.84176369635779], [2.301623330234921, 48.841692819708456], [2.3014719607326426, 48.841689556186076], [2.3015358585381365, 48.84176369635779]]], ""type"": ""Polygon""}"
Replantations jardins 2021-2022 - 09e ardt;9;2022-03-31T02:00:00+00:00;Réalisé;Arbre;11.0;312.56567747209465;"{""coordinates"": [[[2.34124587194992, 48.8723215466545], [2.341261504988212, 48.87232037816809], [2.3412766976199904, 48.87231651278501], [2.3412909882248263, 48.87231006795297], [2.341303942589924, 48.87230123949491], [2.341315167103454, 48.87229029565908], [2.3413243207142536, 48.872277568968386], [2.3413311252944897, 48.87226344611688], [2.3413353740904363, 48.872248356220275], [2.3413369380045777, 48.872232757777425], [2.341335769518174, 48.87221712473913], [2.341331904135094, 48.87220193210735], [2.341325459303046, 48.87218764150252], [2.341316630844991, 48.872174687137424], [2.3413056870091586, 48.87216346262389], [2.341292960318464, 48.87215430901309], [2.3412788374669633, 48.87214750443285], [2.341263747570353, 48.87214325563691], [2.3412481491275052, 48.87214169172277], [2.3412325160892133, 48.87214286020917], [2.341217323457435, 48.87214672559225], [2.341203032852599, 48.8721531704243], [2.3411900784875015, 48.872161998882355], [2.3411788539739713, 48.87217294271819], [2.3411697003631717, 48.87218566940888], [2.3411628957829356, 48.87219979226038], [2.341158646986989, 48.87221488215699], [2.3411570830728476, 48.87223048059984], [2.3411582515592513, 48.872246113638134], [2.341162116942331, 48.87226130626991], [2.341168561774379, 48.87227559687474], [2.3411773902324344, 48.87228855123984], [2.3411883340682667, 48.872299775753376], [2.3412010607589613, 48.87230892936417], [2.341215183610462, 48.87231573394441], [2.3412302735070725, 48.87231998274036], [2.34124587194992, 48.8723215466545]]], ""type"": ""Polygon""}"
nouvelles plantations écoles 2021-2022 - 12e ardt;12;2022-03-31T02:00:00+00:00;Réalisé;;2.0;98.4824897010214;"{""coordinates"": [[[2.3960795343405694, 48.83350811676988], [2.396088308982504, 48.83350745142014], [2.396096834781141, 48.83350527247797], [2.3961048526844033, 48.833501646149436], [2.3961121190723573, 48.833496682618694], [2.3961184131594817, 48.833490532700104], [2.396123543703125, 48.83348338325584], [2.3961273548143143, 48.83347545151815], [2.3961297306943647, 48.83346697848886], [2.396130599153363, 48.83345822161668], [2.3961299338036217, 48.83344944697475], [2.396127754861457, 48.833440921176106], [2.396124128532923, 48.83343290327284], [2.396119165002178, 48.83342563688489], [2.396113015083591, 48.83341934279777], [2.396105865639327, 48.83341421225413], [2.396097933901632, 48.833410401142935], [2.3960894608723424, 48.833408025262884], [2.3960807040001653, 48.83340715680389], [2.396071929358231, 48.833407822153625], [2.3960634035595936, 48.83341000109579], [2.3960553856563314, 48.83341362742433], [2.3960481192683774, 48.83341859095507], [2.396041825181253, 48.83342474087366], [2.3960366946376097, 48.833431890317925], [2.3960328835264204, 48.83343982205562], [2.39603050764637, 48.83344829508491], [2.396029639187372, 48.83345705195708], [2.396030304537113, 48.83346582659902], [2.396032483479278, 48.83347435239766], [2.396036109807812, 48.83348237030092], [2.396041073338557, 48.833489636688874], [2.3960472232571437, 48.833495930775996], [2.396054372701408, 48.83350106131964], [2.3960623044391025, 48.83350487243083], [2.3960707774683923, 48.83350724831088], [2.3960795343405694, 48.83350811676988]]], ""type"": ""Polygon""}"
DADMJ 2019-2020 - 9e ardt;9;2021-03-31T02:00:00+00:00;Réalisé;Arbre;16.0;312.56754952451075;"{""coordinates"": [[[2.3411025350642514, 48.87258788399531], [2.3411181681637405, 48.87258671552907], [2.3411333608592875, 48.87258285015522], [2.341147651528527, 48.87257640532119], [2.341160605956705, 48.87256757685], [2.341171830530077, 48.87255663299028], [2.34118098419566, 48.87254390626567], [2.3411877888239583, 48.87252978337125], [2.341192037659784, 48.87251469342403], [2.341193601604411, 48.872499094924414], [2.3411924331381724, 48.87248346182493], [2.341188567764324, 48.87246826912938], [2.341182122930294, 48.87245397846014], [2.3411732944591033, 48.872441024031964], [2.3411623505993817, 48.872429799458594], [2.341149623874769, 48.87242064579301], [2.3411355009803523, 48.87241384116471], [2.341120411033132, 48.872409592328886], [2.3411048125335188, 48.87240802838426], [2.3410891794340296, 48.8724091968505], [2.3410739867384827, 48.872413062224346], [2.341059696069243, 48.872419507058375], [2.341046741641065, 48.87242833552956], [2.3410355170676933, 48.87243927938928], [2.34102636340211, 48.872452006113896], [2.341019558773812, 48.872466129008316], [2.341015309937986, 48.872481218955535], [2.3410137459933593, 48.87249681745515], [2.3410149144595978, 48.87251245055464], [2.3410187798334463, 48.87252764325019], [2.3410252246674763, 48.87254193391942], [2.341034053138667, 48.8725548883476], [2.3410449969983884, 48.87256611292097], [2.3410577237230012, 48.87257526658656], [2.341071846617418, 48.87258207121486], [2.341086936564638, 48.87258632005068], [2.3411025350642514, 48.87258788399531]]], ""type"": ""Polygon""}"
DADMJ 2019-2020 - 14e ardt BS;14;2021-03-31T02:00:00+00:00;Réalisé;Arbre;8.0;312.5710728074432;"{""coordinates"": [[[2.3273431166545304, 48.834805999508305], [2.327358750724268, 48.83480483534507], [2.3273739451225324, 48.83480097404037], [2.327388238175221, 48.834794532917996], [2.3274011955951606, 48.83478570768819], [2.3274124236777025, 48.8347747665011], [2.3274215812632413, 48.834762041799145], [2.327428390103174, 48.83474792021597], [2.3274326433143444, 48.83473283082873], [2.3274342116650835, 48.834717232120816], [2.327433047501848, 48.834701598051076], [2.327429186197148, 48.83468640365281], [2.3274227450747733, 48.834672110600124], [2.327413919844968, 48.83465915318018], [2.3274029786578745, 48.83464792509764], [2.327390253955925, 48.834638767512104], [2.3273761323727498, 48.83463195867217], [2.327361042985508, 48.834627705461], [2.3273454442775945, 48.83462613711026], [2.327329810207857, 48.8346273012735], [2.3273146158095925, 48.8346311625782], [2.327300322756904, 48.83463760370057], [2.3272873653369643, 48.83464642893038], [2.3272761372544224, 48.83465737011747], [2.3272669796688836, 48.83467009481942], [2.327260170828951, 48.8346842164026], [2.3272559176177805, 48.83469930578984], [2.3272543492670414, 48.83471490449775], [2.327255513430277, 48.83473053856749], [2.327259374734977, 48.83474573296576], [2.3272658158573516, 48.834760026018444], [2.3272746410871568, 48.834772983438384], [2.3272855822742504, 48.834784211520926], [2.3272983069762, 48.834793369106464], [2.327312428559375, 48.8348001779464], [2.327327517946617, 48.834804431157565], [2.3273431166545304, 48.834805999508305]]], ""type"": ""Polygon""}"
ARB - TALUS BP 15-10 - Phase 2;16;2022-03-31T02:00:00+00:00;Réalisé;Arbre;50.0;282.6557366812309;"{""coordinates"": [[[2.2745116165641264, 48.873289453659346], [2.274582763145748, 48.8732424668633], [2.2743165958035556, 48.87292818437877], [2.274231317710887, 48.872946821613255], [2.2745116165641264, 48.873289453659346]]], ""type"": ""Polygon""}"
Replantations DJS 2020-2021 - 16e ardt;16;2021-03-31T02:00:00+00:00;Réalisé;Arbre;19.0;312.5735572835113;"{""coordinates"": [[[2.2753937628121967, 48.863644089121806], [2.275409397808865, 48.86364294046155], [2.2754245958120425, 48.86363909426335], [2.275438895038093, 48.86363266739198], [2.2754518610122685, 48.863623855124686], [2.2754630997700054, 48.86361292521775], [2.2754722698273366, 48.86360020977085], [2.2754790925567105, 48.86358609513643], [2.2754833606529474, 48.863571010180486], [2.2754849444321033, 48.86355541325179], [2.2754837957718492, 48.86353977825512], [2.275479949573646, 48.86352458025194], [2.2754735227022804, 48.86351028102589], [2.2754647104349863, 48.86349731505172], [2.275453780528046, 48.86348607629398], [2.275441065081151, 48.86347690623665], [2.2754269504467213, 48.86347008350727], [2.2754118654907813, 48.86346581541103], [2.2753962685620843, 48.86346423163188], [2.275380633565416, 48.86346538029213], [2.2753654355622386, 48.86346922649034], [2.2753511363361882, 48.863475653361704], [2.2753381703620126, 48.863484465629], [2.2753269316042757, 48.863495395535935], [2.2753177615469444, 48.863508110982835], [2.2753109388175705, 48.86352222561726], [2.2753066707213336, 48.8635373105732], [2.275305086942178, 48.8635529075019], [2.275306235602432, 48.86356854249857], [2.275310081800635, 48.863583740501745], [2.2753165086720006, 48.8635980397278], [2.2753253209392947, 48.86361100570197], [2.275336250846235, 48.863622244459705], [2.27534896629313, 48.86363141451704], [2.27536308092756, 48.86363823724641], [2.2753781658834997, 48.86364250534265], [2.2753937628121967, 48.863644089121806]]], ""type"": ""Polygon""}"
