nom_projet;arrond;date_fin_t;ope_statut;ope_type;ind_arb_plant;st_area_shape;geo_shape
202300822487 RAE Servan Duranti;11;2025-03-28T01:00:00+00:00;Réalisé;Aménagement urbain;13.0;3776.4418707837813;"{""coordinates"": [[[2.3830196184671895, 48.86115692636557], [2.3830448305575405, 48.8611258634745], [2.3829986641102856, 48.86106141944378], [2.3832302219627004, 48.86068136009349], [2.3832611635965626, 48.86069108229333], [2.383318875700959, 48.86059643584625], [2.38406052719123, 48.86079264682589], [2.384056273489437, 48.860802187666394], [2.384674079025347, 48.8609667919547], [2.384683835149531, 48.86095887302466], [2.384986526305273, 48.861041256675996], [2.3850539629165413, 48.86105799557572], [2.3851552695819356, 48.860894927115844], [2.385103621484557, 48.86088532655274], [2.3850662399888307, 48.86089492474103], [2.3833995820439493, 48.86045398173849], [2.3833822706935535, 48.86042975771331], [2.3834016309347614, 48.860397526905516], [2.383235797538871, 48.86035614514828], [2.383135753067006, 48.86038306492196], [2.383066161732245, 48.860490171643114], [2.3831129423767763, 48.86050270774705], [2.383129871064905, 48.86053011711687], [2.382778675730209, 48.86110547981098], [2.3830196184671895, 48.86115692636557]]], ""type"": ""Polygon""}"
202100334402 Quai d'Issy (pérennisation);15;2021-12-31T01:00:00+00:00;Réalisé;Aménagement urbain;44.0;15818.07261727434;"{""coordinates"": [[[2.2651354515996758, 48.834282789088775], [2.265289966130017, 48.83447864157653], [2.2656479796531466, 48.83472310282493], [2.26660924401935, 48.8356288310346], [2.2668684584434557, 48.83583625142932], [2.2672182626335906, 48.83607701388816], [2.2678077166556414, 48.83674001273325], [2.2681249055362103, 48.837142687726725], [2.2688157832819176, 48.83805220653651], [2.2690803317220025, 48.83827422582752], [2.2691956318627673, 48.83851354865691], [2.269930226719513, 48.83906266725709], [2.270054246549789, 48.839467799458404], [2.2706060645552366, 48.84006497822665], [2.271111334675505, 48.840439646361816], [2.2714230073307804, 48.84045065299844], [2.271394767604524, 48.840299295615125], [2.272020733137261, 48.84013370539092], [2.272245709380202, 48.84002942683261], [2.2721917958997624, 48.839938023861926], [2.271962318544134, 48.839969414064285], [2.27183454218624, 48.83983202342056], [2.271681992606209, 48.83988756182478], [2.2717828900310804, 48.83997378648046], [2.271776302171005, 48.84005024970221], [2.2713383002046115, 48.84019330328776], [2.2710631110256836, 48.84013880294375], [2.2701671105765038, 48.839093256991774], [2.2699809595894247, 48.83878974988006], [2.269674352812329, 48.838614834275056], [2.2695380770553077, 48.838493782850776], [2.269043363970221, 48.838155601803436], [2.2689927532196728, 48.838025965181096], [2.2683785659594164, 48.83715698995283], [2.2678730957199282, 48.83660379956039], [2.2669305217659725, 48.83554336761423], [2.266616205295045, 48.83533014483519], [2.266035780782846, 48.8350078183691], [2.266013078155011, 48.83485649284222], [2.265725114465252, 48.834535959035115], [2.26575337115079, 48.83448877307393], [2.266114643593597, 48.83450191953629], [2.2662337149715976, 48.834471684500144], [2.2653254345369898, 48.83431127928573], [2.2651354515996758, 48.834282789088775]]], ""type"": ""Polygon""}"
202300826642 EVQ Rue Baudoin;13;2024-05-30T02:00:00+00:00;Réalisé;Aménagement urbain;6.0;293.03689938401;"{""coordinates"": [[[[2.369074628148708, 48.83210708310926], [2.3687974831907823, 48.83232329065995], [2.3688585154977817, 48.83235275679837], [2.3691301200384713, 48.83213834111149], [2.369074628148708, 48.83210708310926]]], [[[2.368530889860971, 48.832422748584186], [2.368485266713363, 48.83245939352717], [2.3685367360496117, 48.832481068463046], [2.368577131715648, 48.83244894940995], [2.368530889860971, 48.832422748584186]]], [[[2.3686470621112763, 48.8323275053124], [2.368601778255703, 48.83236460717391], [2.3686469585994963, 48.83239307957305], [2.368694995408038, 48.832356447307184], [2.3686470621112763, 48.8323275053124]]], [[[2.3689998506066083, 48.83207344613133], [2.3689694084293436, 48.83208102729276], [2.368914677850183, 48.83210077467073], [2.3688666509420777, 48.832079574034665], [2.3688340141226694, 48.832097616737435], [2.3689628938311453, 48.832163415626454], [2.3690506801153, 48.83209101815318], [2.3689998506066083, 48.83207344613133]]]], ""type"": ""MultiPolygon""}"
202200701232 Place de Dublin (aménagement);8;2024-06-21T02:00:00+00:00;Réalisé;Aménagement urbain;3.0;1916.3000097818215;"{""coordinates"": [[[2.3247900125856353, 48.88095047739695], [2.3249031631396586, 48.88074347186017], [2.3251758137725935, 48.88058836569325], [2.325160544368935, 48.88048810097916], [2.324623103946977, 48.88040492701079], [2.324497608279929, 48.88071204133317], [2.3245015252634196, 48.88083592063239], [2.324610069435281, 48.880984069670994], [2.3247900125856353, 48.88095047739695]]], ""type"": ""Polygon""}"
Replantations jardins 2021-2022 - 17e ardt;17;2022-03-31T02:00:00+00:00;Réalisé;Arbre;40.0;213.4995797983098;"{""coordinates"": [[[2.3217336354478526, 48.88517065966641], [2.321742979973498, 48.885183616387266], [2.321754423971347, 48.885194762314235], [2.321767622737816, 48.88520376172192], [2.3217821787141055, 48.88521034353999], [2.321797653461025, 48.88521430951813], [2.3218135808651823, 48.8852155401975], [2.321829481178738, 48.88521399850891], [2.3218448754698464, 48.885209730889414], [2.321859300048517, 48.885202865883585], [2.321872320433375, 48.88519361027161], [2.3218835444386356, 48.885182242840905], [2.321892633987095, 48.88516910598878], [2.3218993152933205, 48.885154595409126], [2.3219033871103174, 48.885139148173735], [2.3219047267912702, 48.88512322956733], [2.3219032939837745, 48.88510731907275], [2.3218991318452904, 48.88509189592852], [2.3218923657431985, 48.88507742469369], [2.321883199478622, 48.88506434125498], [2.321871909147754, 48.8850530396974], [2.3218614055018905, 48.885041879159175], [2.321849174771363, 48.885032643715455], [2.3218355652513734, 48.8850255963645], [2.3218209645009886, 48.88502093779411], [2.3218057883065994, 48.88501880066666], [2.321790468841548, 48.88501924584125], [2.3217754423591033, 48.88502226064061], [2.321761136769252, 48.88502775921214], [2.3217479594530817, 48.88503558497271], [2.3217362856617676, 48.88504551506769], [2.3217264478305215, 48.8850572667172], [2.321718726111818, 48.885070505268864], [2.3217133403974755, 48.8850848537277], [2.3217104440567846, 48.88509990349183], [2.321710119569002, 48.88511522598828], [2.321712376174585, 48.885130384877456], [2.321717149612049, 48.885144948478825], [2.321724303947947, 48.885158502063874], [2.3217336354478526, 48.88517065966641]]], ""type"": ""Polygon""}"
ARB - TALUS BP 16-07 Pte des Ternes;17;2023-03-31T02:00:00+00:00;Réalisé;Arbre;160.0;1321.0392616676884;"{""coordinates"": [[[2.2822078142281, 48.88035328994357], [2.282670420631867, 48.88113536187066], [2.2829150585330376, 48.88107920683224], [2.2823281743527684, 48.88032599802063], [2.2822078142281, 48.88035328994357]]], ""type"": ""Polygon""}"
ARB - TALUS BP 17-00 Pte des Ternes;17;2023-03-30T02:00:00+00:00;Réalisé;Arbre;468.0;160.5115658841437;"{""coordinates"": [[[2.2829698047985034, 48.88270787143957], [2.283154856383164, 48.882870665016576], [2.283221464755164, 48.88282703409179], [2.2830274287121766, 48.8826539028921], [2.2829698047985034, 48.88270787143957]]], ""type"": ""Polygon""}"
Replantations Alignement 2022-2023 - 05e ardt;5;2023-03-30T02:00:00+00:00;Réalisé;Arbre;17.0;331.64137520604453;"{""coordinates"": [[[2.357054621863692, 48.843941476129096], [2.3572634523391383, 48.84416279509125], [2.3574288301187787, 48.84394885766632], [2.357054621863692, 48.843941476129096]]], ""type"": ""Polygon""}"
ARB - TALUS BP 28-03 Pte des Lilas 2022;20;2022-03-31T02:00:00+00:00;Réalisé;Arbre;61.0;3336.7505719754445;"{""coordinates"": [[[2.40991075654878, 48.87533809494578], [2.410043295424283, 48.875193647478724], [2.4102832459647296, 48.87489766745248], [2.410537508774195, 48.87457801141283], [2.4108088378737667, 48.87426090112784], [2.4105566122868742, 48.87417036206131], [2.409838414641685, 48.874938658408276], [2.4095912558347155, 48.87521334181083], [2.40991075654878, 48.87533809494578]]], ""type"": ""Polygon""}"
BV - Arboretum;12;2023-03-31T02:00:00+00:00;Réalisé;Arbre;21.0;1701.009483936666;"{""coordinates"": [[[2.456727450107696, 48.821009440304316], [2.457145330368444, 48.82149470305532], [2.4575895405259294, 48.82101335391584], [2.456727450107696, 48.821009440304316]]], ""type"": ""Polygon""}"
Embellir le square de l'Impasse des Jardiniers;11;2024-04-30T02:00:00+00:00;Réalisé;Nouvelle surface d’espaces verts;11.0;1683.7130936257156;"{""coordinates"": [[[2.390174421007832, 48.852113778953], [2.3909498160691, 48.85226810530748], [2.3911686984206875, 48.85199263277617], [2.3905145859407733, 48.85190605863737], [2.390174421007832, 48.852113778953]]], ""type"": ""Polygon""}"
COURS OASIS EM Lacordaire;15;2021-09-01T02:00:00+00:00;Réalisé;Végétalisation de l’espace public;5.0;3045.0091128747617;"{""coordinates"": [[[2.2849953192734445, 48.84397895025044], [2.285468305488999, 48.84378042393121], [2.2849607259740523, 48.84318487469199], [2.284509582151177, 48.84334563933291], [2.2849953192734445, 48.84397895025044]]], ""type"": ""Polygon""}"
COURS OASIS EP Tourelles;20;2021-09-02T02:00:00+00:00;Réalisé;Végétalisation de l’espace public;2.0;2158.2032444068927;"{""coordinates"": [[[2.404295102401826, 48.87476777298421], [2.4037844038890777, 48.874649774233596], [2.403736364763022, 48.87479100794577], [2.4034432857764902, 48.87473932365644], [2.4033520963782586, 48.87495139925701], [2.4041743952480834, 48.87511351652782], [2.404295102401826, 48.87476777298421]]], ""type"": ""Polygon""}"
COURS OASIS EM Maryse Hilsz 18;20;2020-09-01T02:00:00+00:00;Réalisé;Végétalisation de l’espace public;1.0;681.8449136911576;"{""coordinates"": [[[2.4130826827615186, 48.850624518688875], [2.4135640565143137, 48.85057454402872], [2.4134881047577683, 48.85040219610717], [2.4130577185597395, 48.85043998167729], [2.4130826827615186, 48.850624518688875]]], ""type"": ""Polygon""}"
ARB - TALUS BP 03-02;13;2025-03-14T01:00:00+00:00;Réalisé;Arbre;180.0;3875.3848588706715;"{""coordinates"": [[[2.3485288874304278, 48.81689612783845], [2.3488780966409424, 48.81706579380778], [2.3498193305802886, 48.81743856735135], [2.3505789954774507, 48.8176354452259], [2.3514795897452774, 48.81780095762754], [2.3524841652000696, 48.8178635128352], [2.3531120918896646, 48.817788384811394], [2.3530210965976077, 48.817716504002455], [2.3527288414220555, 48.817747046406986], [2.3518962877606895, 48.8177603839144], [2.351291887980902, 48.8176821481889], [2.3509251215037925, 48.817619477319404], [2.3497402632421682, 48.81727751297528], [2.348675393525113, 48.816850524113285], [2.3485288874304278, 48.81689612783845]]], ""type"": ""Polygon""}"
ARB - TALUS BP 27-01;19;2024-05-02T02:00:00+00:00;Réalisé;Arbre;13.0;169.3331946911817;"{""coordinates"": [[[2.398745637723649, 48.8839581106588], [2.3987883985783998, 48.884006554373364], [2.399118149719862, 48.88373657680959], [2.399060380973217, 48.883721426424856], [2.3988175144501005, 48.88391813597726], [2.398745637723649, 48.8839581106588]]], ""type"": ""Polygon""}"
ARB - TALUS BP 12-00;16;2024-02-01T01:00:00+00:00;Réalisé;Arbre;1510.0;1070.0687830688275;"{""coordinates"": [[[2.251754386651111, 48.84956928578548], [2.2517881094709242, 48.85004575005962], [2.251949794596284, 48.85008542932758], [2.2520977420000357, 48.84951228124927], [2.2519366913581202, 48.84953901897419], [2.251892287849472, 48.84955256145557], [2.251846869139009, 48.84956216411779], [2.2518007840818197, 48.849567753204106], [2.251754386651111, 48.84956928578548]]], ""type"": ""Polygon""}"
Replantations Alignement 2020-2021 - 12e ardt;12;2021-03-31T02:00:00+00:00;Réalisé;Arbre;94.0;312.5700185127216;"{""coordinates"": [[[2.3884139997978013, 48.84121208893338], [2.3884296322221243, 48.84121090617379], [2.3884448217707486, 48.841207026840976], [2.3884591069169256, 48.841200568806514], [2.3884720536137167, 48.8411917282945], [2.3884832684822914, 48.84118077391942], [2.3884924107645435, 48.84116803852443], [2.388499202676853, 48.84115390906804], [2.3885034378504004, 48.84113881486666], [2.3885049876015816, 48.84112321454994], [2.3885038048419904, 48.841107582125616], [2.388499925509179, 48.84109239257699], [2.388493467474712, 48.84107810743082], [2.388484626962698, 48.841065160734026], [2.3884736725876214, 48.84105394586545], [2.3884609371926255, 48.841044803583195], [2.3884468077362437, 48.84103801167089], [2.388431713534857, 48.84103377649734], [2.388416113218138, 48.84103222674616], [2.388400480793815, 48.84103340950575], [2.3883852912451906, 48.841037288838564], [2.3883710060990135, 48.84104374687303], [2.3883580594022225, 48.84105258738504], [2.3883468445336478, 48.84106354176012], [2.3883377022513956, 48.84107627715511], [2.388330910339086, 48.8410904066115], [2.3883266751655388, 48.84110550081288], [2.3883251254143576, 48.8411211011296], [2.3883263081739488, 48.841136733553924], [2.38833018750676, 48.84115192310255], [2.3883366455412274, 48.84116620824872], [2.3883454860532414, 48.841179154945515], [2.3883564404283177, 48.84119036981409], [2.3883691758233137, 48.841199512096345], [2.3883833052796954, 48.84120630400865], [2.388398399481082, 48.8412105391822], [2.3884139997978013, 48.84121208893338]]], ""type"": ""Polygon""}"
Replantations Alignement 2022-2023 - 08e ardt;8;2023-03-31T02:00:00+00:00;Réalisé;Arbre;67.0;440.59253960874145;"{""coordinates"": [[[2.3067040709172772, 48.87938913092702], [2.3068626840256115, 48.87966964062892], [2.307100650026822, 48.879409273366086], [2.3067040709172772, 48.87938913092702]]], ""type"": ""Polygon""}"
Replantations Jardins 2023-2024 - 12e ardt;12;2024-04-09T02:00:00+00:00;Réalisé;Arbre;71.0;27.441441209675858;"{""coordinates"": [[[2.3899950331156603, 48.84128051850873], [2.390046308309208, 48.84121177296126], [2.3899453187898816, 48.8412160173997], [2.3899950331156603, 48.84128051850873]]], ""type"": ""Polygon""}"
Bilan arbres du privé dans l'ardt - mai 2024;9;2024-05-02T02:00:00+00:00;Réalisé;Arbre;78.0;341.0572836065815;"{""coordinates"": [[[2.3406055143315982, 48.87272951260904], [2.3408766390729983, 48.87268341641675], [2.3408157005886596, 48.872510565995164], [2.3405612298539045, 48.87260308776158], [2.3405727742485474, 48.87260366308414], [2.3405797610750865, 48.8726036907822], [2.3406055143315982, 48.87272951260904]]], ""type"": ""Polygon""}"
Bilan arbres du privé dans l'ardt - mai 2024;15;2024-05-01T02:00:00+00:00;Réalisé;Arbre;383.0;254.57505660397405;"{""coordinates"": [[[2.299797302149838, 48.84146563052925], [2.300006281323134, 48.84145058039433], [2.3000255784630057, 48.841336994243385], [2.2997583123418917, 48.841321568089924], [2.299752995484571, 48.84132858262039], [2.299797302149838, 48.84146563052925]]], ""type"": ""Polygon""}"
Replantations Jardins 2023-2024 - 03e ardt;3;2024-05-07T02:00:00+00:00;Réalisé;Arbre;3.0;68.36027018811258;"{""coordinates"": [[[2.3617484228461514, 48.86356644823299], [2.3618470186339717, 48.86346703343299], [2.3616793234992257, 48.86346613912625], [2.3617484228461514, 48.86356644823299]]], ""type"": ""Polygon""}"
Talus derrière l'école du Breuil;12;2022-03-31T02:00:00+00:00;Réalisé;Arbre;100.0;747.1759243631703;"{""coordinates"": [[[2.4624543598561934, 48.8252175808045], [2.462685634658805, 48.82515675090636], [2.462571630092658, 48.82466558521667], [2.4624108971982306, 48.824889003100054], [2.4624543598561934, 48.8252175808045]]], ""type"": ""Polygon""}"
ARB - TALUS BP 01-00  Pte d'Ivry;13;2022-03-31T02:00:00+00:00;Réalisé;Arbre;150.0;2330.346293209843;"{""coordinates"": [[[2.377798500859611, 48.82080548081496], [2.377792655731387, 48.820796304629134], [2.3777788617109277, 48.82076398566616], [2.377761125388437, 48.8207248792682], [2.377696594157838, 48.82073687391682], [2.3776294689966715, 48.82067943476168], [2.377375593521216, 48.8206017109711], [2.3770546122248875, 48.820490489580216], [2.3767354525385267, 48.82038525317167], [2.3762467459902052, 48.820231589554254], [2.376103493377557, 48.82019333093231], [2.375822410794049, 48.82009166967088], [2.375775326125757, 48.82015752998786], [2.3760237705644056, 48.82025201848273], [2.3761924264834486, 48.82031900095861], [2.37644450741658, 48.82042546026329], [2.3766984035591676, 48.82053191769056], [2.376863436971357, 48.820601295140946], [2.3770538543312703, 48.82067305574346], [2.3771962090224226, 48.82072268745062], [2.3774247026140474, 48.82079802652228], [2.3776078564060565, 48.8208554249165], [2.377634222032794, 48.82086396952813], [2.377798500859611, 48.82080548081496]]], ""type"": ""Polygon""}"
Replantations Alignement 2020-2021 - 01er ardt;1;2021-03-01T01:00:00+00:00;Réalisé;Arbre;26.0;41.16325324048876;"{""coordinates"": [[[2.3386966618298133, 48.860918986089025], [2.338785012373857, 48.86091947427806], [2.3387857371306984, 48.86086236872444], [2.3386973866834886, 48.860861880535886], [2.3386966618298133, 48.860918986089025]]], ""type"": ""Polygon""}"
DADMJ 2019-2020 - 10e ardt;10;2021-03-31T02:00:00+00:00;Réalisé;Arbre;22.0;312.56335265816534;"{""coordinates"": [[[2.3575102821650784, 48.871872843886294], [2.357525914763693, 48.87187167056537], [2.3575411061229676, 48.87186780049756], [2.357555394661138, 48.87186135127292], [2.3575683462282018, 48.87185251884789], [2.3575795672973476, 48.87184157159121], [2.3575887169220677, 48.87182884212976], [2.357595517095645, 48.87181471724177], [2.357599761198246, 48.87179962610481], [2.3576013202749615, 48.87178402725546], [2.357600146954034, 48.87176839465684], [2.357596276886226, 48.871753203297565], [2.35758982766159, 48.8717389147594], [2.3575809952365523, 48.87172596319233], [2.357570047979879, 48.87171474212319], [2.357557318518424, 48.871705592498465], [2.3575431936304327, 48.871698792324885], [2.357528102493479, 48.87169454822229], [2.3575125036441227, 48.87169298914557], [2.357496871045508, 48.8716941624665], [2.3574816796862335, 48.871698032534304], [2.357467391148063, 48.87170448175895], [2.3574544395809993, 48.87171331418398], [2.3574432185118535, 48.871724261440654], [2.3574340688871334, 48.87173699090211], [2.3574272687135562, 48.8717511157901], [2.357423024610955, 48.871766206927056], [2.3574214655342396, 48.87178180577641], [2.357422638855167, 48.871797438375026], [2.357426508922975, 48.8718126297343], [2.3574329581476112, 48.87182691827247], [2.357441790572649, 48.87183986983953], [2.357452737829322, 48.87185109090868], [2.357465467290777, 48.8718602405334], [2.3574795921787683, 48.87186704070698], [2.357494683315722, 48.87187128480958], [2.3575102821650784, 48.871872843886294]]], ""type"": ""Polygon""}"
ARB - TALUS BP 15-10 - Phase 1;16;2021-02-08T01:00:00+00:00;Réalisé;Arbre;50.0;126.0926461240949;"{""coordinates"": [[[2.2745506628193968, 48.87332799072313], [2.274741122318119, 48.87350438135844], [2.274790005663655, 48.87350199298168], [2.2746306417646514, 48.87329487856683], [2.2745506628193968, 48.87332799072313]]], ""type"": ""Polygon""}"
Une lisière forestière dans le Parc Floral;12;2021-03-01T01:00:00+00:00;Réalisé;Arbre;200.0;218.5260309638042;"{""coordinates"": [[[2.446085889921085, 48.835901784712], [2.4461499384658287, 48.83589276752743], [2.4460401122443014, 48.835441094135874], [2.4459902188984906, 48.83545514039519], [2.446085889921085, 48.835901784712]]], ""type"": ""Polygon""}"
Création du Jardin Martha Desrumaux (phase 2);12;2020-12-31T01:00:00+00:00;Réalisé;Nouvelle surface d’espaces verts;28.0;2638.6913953721214;"{""coordinates"": [[[2.3850670887499565, 48.848197525006285], [2.3847506885470997, 48.84861016907616], [2.385382915471893, 48.84881021531499], [2.385699240815748, 48.84840255800324], [2.3850670887499565, 48.848197525006285]]], ""type"": ""Polygon""}"
DADMJ 2019-2020 - 12e ardt BS;12;2021-03-31T02:00:00+00:00;Réalisé;Arbre;4.0;312.57141732052895;"{""coordinates"": [[[2.3879364777087257, 48.84094625184052], [2.387952110182059, 48.84094506916329], [2.3879672997932504, 48.84094118990308], [2.3879815850136508, 48.840934731929245], [2.3879945317940665, 48.84092589146405], [2.388005746753126, 48.840914937120566], [2.3880148891299737, 48.84090220174097], [2.388021681138115, 48.84088807228332], [2.3880259164058195, 48.84087297806405], [2.388027466246621, 48.84085737771337], [2.3880262835693915, 48.840841745240034], [2.3880224043091793, 48.840826555628844], [2.388015946335344, 48.84081227040844], [2.388007105870152, 48.840799323628026], [2.387996151526665, 48.84078810866897], [2.3879834161470663, 48.84077896629212], [2.387969286689421, 48.84077217428398], [2.3879541924701493, 48.840767939016274], [2.3879385921194665, 48.84076638917547], [2.3879229596461333, 48.8407675718527], [2.387907770034942, 48.840771451112914], [2.3878934848145414, 48.840777909086746], [2.3878805380341257, 48.84078674955194], [2.387869323075066, 48.840797703895426], [2.3878601806982185, 48.840810439275025], [2.3878533886900772, 48.84082456873267], [2.3878491534223727, 48.84083966295194], [2.387847603581571, 48.84085526330262], [2.3878487862588007, 48.84087089577596], [2.387852665519013, 48.84088608538715], [2.387859123492848, 48.84090037060755], [2.38786796395804, 48.840913317387965], [2.3878789183015274, 48.840924532347024], [2.387891653681126, 48.84093367472387], [2.387905783138771, 48.840940466732015], [2.387920877358043, 48.84094470199972], [2.3879364777087257, 48.84094625184052]]], ""type"": ""Polygon""}"
"202200561335 Pelée_rue
Phase 1 côté Pair";11;2022-06-03T02:00:00+00:00;Réalisé;Aménagement urbain;3.0;420.5508911347754;"{""coordinates"": [[[[2.3714460402846993, 48.86014234385025], [2.3714167740584804, 48.86018443603255], [2.371954561347954, 48.86032622301828], [2.3719865038856502, 48.86031627030753], [2.371963203821784, 48.86027718924562], [2.3718359477574746, 48.86024236955354], [2.3714460402846993, 48.86014234385025]]], [[[2.3714060094857654, 48.8600358308221], [2.37139320928178, 48.86007978390354], [2.3718610317816244, 48.86020164571026], [2.3718879913444244, 48.860191668668385], [2.371909747016691, 48.86016799963791], [2.3719098689933897, 48.860157881730984], [2.3718028671779585, 48.8601289870729], [2.371788948833698, 48.86013852712397], [2.3714060094857654, 48.8600358308221]]]], ""type"": ""MultiPolygon""}"
"202300842579 Carrefour Charenton/Bercy/Reuilly ""à la Hollandaise"" + placette taxi";12;2023-05-05T02:00:00+00:00;Réalisé;Aménagement urbain;1.0;4498.7050203057115;"{""coordinates"": [[[2.3901820776208575, 48.839011944542364], [2.3900031561728134, 48.838856382480046], [2.3897131582043913, 48.83874763816741], [2.389628049445829, 48.83868446351248], [2.3894356375500885, 48.83862074113893], [2.389370497122814, 48.838685173505176], [2.3891688953914136, 48.838882484144726], [2.388366786229371, 48.8387812391155], [2.3882415891377318, 48.838999178085125], [2.3889502834236067, 48.83903978664579], [2.3888828485380644, 48.83916897006053], [2.389125421768424, 48.83926937900844], [2.3893101642678443, 48.83907198243266], [2.3897878354199618, 48.83909949072113], [2.3901638716426694, 48.839126706535026], [2.3901820776208575, 48.839011944542364]]], ""type"": ""Polygon""}"
202400864587 EVQ1- rue Mademoiselle;15;2024-07-17T02:00:00+00:00;Réalisé;Aménagement urbain;5.0;1775.8965861484785;"{""coordinates"": [[[2.2964771066801792, 48.84366746231099], [2.296474850691675, 48.84369518552341], [2.297336835147871, 48.84372633144044], [2.297332547320391, 48.84376522006231], [2.2975625909914643, 48.84377567892479], [2.2975998968351727, 48.843799908365064], [2.297602697205123, 48.84382476351993], [2.2976722555007485, 48.84382931168846], [2.2976687374566396, 48.843904220877555], [2.2977376969975403, 48.843906696049046], [2.297743784665087, 48.84382724754948], [2.2977514983176093, 48.84379013908783], [2.297763344365337, 48.843748810769775], [2.2977757481477026, 48.84366608786448], [2.297763562000365, 48.84363952188131], [2.297787966111374, 48.84352737376825], [2.2977190697864716, 48.84352034549778], [2.297713806308028, 48.84353852947927], [2.2976045511451315, 48.843594189322864], [2.296692418722026, 48.84356109387442], [2.296689562681109, 48.843586743222026], [2.296661352570139, 48.84358574995247], [2.2966132238216654, 48.84357346132893], [2.2964834421015485, 48.8435698004221], [2.2964771066801792, 48.84366746231099]]], ""type"": ""Polygon""}"
202300844988 RAE Corvisart - Extension de trottoir et végétalisation;13;2024-12-04T01:00:00+00:00;Réalisé;Aménagement urbain;3.0;1090.8593759381622;"{""coordinates"": [[[[2.347433228889699, 48.8318038030237], [2.3471336274316426, 48.8321537188082], [2.3470451372383883, 48.83239003210339], [2.3469519480039174, 48.83256074469065], [2.3469875398392106, 48.83258279733344], [2.347061734400128, 48.83260688193607], [2.3472148437141667, 48.832278025322815], [2.3475403910990957, 48.831838996386054], [2.3474744284793894, 48.831818600325555], [2.347433228889699, 48.8318038030237]]], [[[2.3479871381478876, 48.83119479694149], [2.3477792476873645, 48.831492390721394], [2.347850658485589, 48.83151828181117], [2.3480502720751204, 48.83122064189894], [2.3479871381478876, 48.83119479694149]]]], ""type"": ""MultiPolygon""}"
202200772811 Quai aux Fleurs;4;2025-03-31T02:00:00+00:00;Réalisé;Aménagement urbain;30.0;2809.896697454399;"{""coordinates"": [[[2.352292503812185, 48.85278214123436], [2.3523239839717798, 48.852747703588314], [2.3523255087434394, 48.852736100278754], [2.352338937597707, 48.85273822169693], [2.3523453234950615, 48.852696362540804], [2.35226528447564, 48.85269592927887], [2.3521857981885277, 48.852720316638376], [2.352147641968666, 48.85301427801407], [2.3520414398652836, 48.853009148615314], [2.3520306242588545, 48.853101985224434], [2.352134055669882, 48.853108009775646], [2.3521159895787433, 48.85322904054286], [2.351982349451199, 48.853654541277315], [2.351800906318359, 48.853984155427234], [2.3517195063581027, 48.85407115136495], [2.3517087831275965, 48.85406744369177], [2.3514487442035716, 48.85433561294359], [2.351258655675351, 48.85452765829352], [2.351013796953281, 48.85468479827521], [2.3507717644930253, 48.85483648860901], [2.3505303649186846, 48.85493718138528], [2.350250120588691, 48.85505405524757], [2.350317783294155, 48.8551618898744], [2.3504563323287173, 48.85511892631599], [2.350825944655665, 48.854918748667885], [2.3512990140292764, 48.854611664410044], [2.3514834687348487, 48.85442869622332], [2.351810473412769, 48.85410260261551], [2.351798842310816, 48.854098581554354], [2.3518001911168125, 48.85409708244445], [2.3518211975132535, 48.85407260702163], [2.351875607911331, 48.85402554360795], [2.351895145649454, 48.85399422872809], [2.3520784355919457, 48.85366872279575], [2.352220960646246, 48.8532362110362], [2.352292503812185, 48.85278214123436]]], ""type"": ""Polygon""}"
202200763768 Réaménagement carrefour rue Baptiste Renard / Jean Colly / Château des Rentiers;13;2023-03-10T01:00:00+00:00;Réalisé;Aménagement urbain;13.0;1613.7014460846988;"{""coordinates"": [[[2.3670892700871193, 48.82837502584014], [2.3671392458145992, 48.82840580062245], [2.36723920068666, 48.828353505769606], [2.367651796145811, 48.82828464932258], [2.367644419128442, 48.828267305489085], [2.368640329509829, 48.82809952436657], [2.3686223314393637, 48.82804797174395], [2.3675891352625498, 48.8282191989166], [2.367519259188062, 48.82818012219236], [2.367597259179511, 48.82811814789187], [2.3675404355192047, 48.82808323863702], [2.3680702909065996, 48.82761517918704], [2.3680195212984567, 48.82759305254484], [2.367835606072007, 48.827744177082735], [2.367839611588179, 48.827755126536765], [2.367537805617138, 48.8280158293319], [2.3675226498202036, 48.828014383033086], [2.3675014071441995, 48.8280028855276], [2.3672067115760194, 48.828188942944976], [2.367190076141175, 48.828252606953086], [2.3671080645337517, 48.82830408656094], [2.36703584693611, 48.828344232789995], [2.3670892700871193, 48.82837502584014]]], ""type"": ""Polygon""}"
201900103229 RAE Lamoricière;12;2022-09-30T02:00:00+00:00;Réalisé;Aménagement urbain;8.0;2457.9805675135885;"{""coordinates"": [[[2.4119305253097405, 48.844226612727674], [2.411629509687916, 48.844245169416496], [2.412231568325262, 48.84518436780144], [2.412565088640235, 48.84522061310888], [2.4119305253097405, 48.844226612727674]]], ""type"": ""Polygon""}"
