annee;arrondissement;latitude;longitude;periode;heure;vehicules;nombre;secteur
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;08h-09h;Deux roues-motorisés;136.0;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;12h-13h;Bus;5.0;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;14h-15h;Vélib's;2.6666666666666665;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;16h-17h;Taxis;30.0;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;16h-17h;Vélib's;2.6666666666666665;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Bus;11.0;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Vélos Personnels;10.666666666666666;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;10h-11h;Poids lourds;3.6666666666666665;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;11h-12h;Taxis;21.0;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Véhicules Utilitaires;76.0;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Vélos Personnels;7.0;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Vélos Personnels;12.333333333333334;Maréchaux
2016-01-01;75016;48.86365;2.26936;MOYENNE DU 15 AU 16 NOVEMBRE 2016;20h-21h;Cars;0.0;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;08h-09h;Vélib's;2.6666666666666665;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;09h-10h;Bus;0.3333333333333333;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Poids lourds;9.666666666666666;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Bus;0.0;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;15h-16h;Vélib's;4.333333333333333;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;16h-17h;Véhicules Utilitaires;104.0;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;19h-20h;Vélos Personnels;8.0;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;08h-09h;Véhicules Utilitaires;215.66666666666666;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;09h-10h;Deux roues-motorisés;85.0;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Poids lourds;11.666666666666666;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Taxis;17.333333333333332;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;18h-19h;Deux roues-motorisés;80.0;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;18h-19h;Vélib's;2.3333333333333335;Maréchaux
2016-01-01;75018;48.88480;2.32696;MOYENNE DU 15 AU 16 NOVEMBRE 2016;20h-21h;Poids lourds;4.0;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;09h-10h;Véhicules Particuliers;167.0;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Poids lourds;1.3333333333333333;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Bus;1.6666666666666667;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Cars;0.0;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;14h-15h;Cars;0.6666666666666666;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Véhicules Particuliers;254.66666666666666;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;11h-12h;Taxis;6.333333333333333;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;11h-12h;Bus;0.3333333333333333;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;12h-13h;Véhicules Utilitaires;68.0;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;13h-14h;Bus;0.3333333333333333;Maréchaux
2016-01-01;75020;48.86387;2.40889;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Véhicules Particuliers;215.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;07h-08h;Vélos Personnels;10.666666666666666;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;08h-09h;Cars;2.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;08h-09h;Vélos Personnels;9.333333333333334;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;10h-11h;Poids lourds;34.333333333333336;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;14h-15h;Taxis;27.666666666666668;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;15h-16h;Taxis;23.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Taxis;26.333333333333332;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;17h-18h;Cars;1.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;18h-19h;Véhicules Utilitaires;149.66666666666666;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;18h-19h;Vélos Personnels;28.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;20h-21h;Vélib's;5.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;09h-10h;Bus;0.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;10h-11h;Taxis;18.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;10h-11h;Bus;0.3333333333333333;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;12h-13h;Cars;0.3333333333333333;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;14h-15h;Taxis;19.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;16h-17h;Véhicules Utilitaires;117.0;Maréchaux
2016-01-01;75013;48.81991;2.36409;MOYENNE DU 15 AU 16 NOVEMBRE 2016;20h-21h;Véhicules Particuliers;502.6666666666667;Maréchaux
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;07h-08h;Taxis;78.33333333333333;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;08h-09h;Deux roues-motorisés;1072.3333333333333;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;10h-11h;Poids lourds;275.66666666666663;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;09h-10h;Véhicules Utilitaires;734.3333333333333;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;09h-10h;Cars;10.666666666666668;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;11h-12h;Poids lourds;171.33333333333331;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;12h-13h;Poids lourds;125.0;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;15h-16h;Poids lourds;98.33333333333334;Boulevard Périphérique
2016-01-01;BP;48.84165;2.22163;MOYENNE DU 24 AU 26 NOVEMBRE 2016;20h-21h;Véhicules Particuliers;3564.0000000000005;Boulevard Périphérique
2016-01-01;BP;48.90056;2.37085;MOYENNE DU 24 AU 26 NOVEMBRE 2016;09h-10h;Deux roues-motorisés;859.3333333333334;Boulevard Périphérique
2016-01-01;BP;48.90056;2.37085;MOYENNE DU 24 AU 26 NOVEMBRE 2016;14h-15h;Taxis;164.33333333333331;Boulevard Périphérique
2016-01-01;BP;48.90056;2.37085;MOYENNE DU 24 AU 26 NOVEMBRE 2016;18h-19h;Poids lourds;35.333333333333336;Boulevard Périphérique
2016-01-01;BP;48.90056;2.37085;MOYENNE DU 24 AU 26 NOVEMBRE 2016;20h-21h;Véhicules Particuliers;3190.6666666666665;Boulevard Périphérique
2016-01-01;BP;48.90056;2.37085;MOYENNE DU 24 AU 26 NOVEMBRE 2016;09h-10h;Deux roues-motorisés;1164.6666666666665;Boulevard Périphérique
2016-01-01;BP;48.90056;2.37085;MOYENNE DU 24 AU 26 NOVEMBRE 2016;15h-16h;Véhicules Particuliers;3752.666666666667;Boulevard Périphérique
2016-01-01;BP;48.90056;2.37085;MOYENNE DU 24 AU 26 NOVEMBRE 2016;18h-19h;Taxis;67.0;Boulevard Périphérique
2016-01-01;BP;48.85400;2.41392;MOYENNE DU 24 AU 26 NOVEMBRE 2016;10h-11h;Poids lourds;315.0;Boulevard Périphérique
2016-01-01;BP;48.85400;2.41392;MOYENNE DU 24 AU 26 NOVEMBRE 2016;19h-20h;Véhicules Particuliers;3607.666666666667;Boulevard Périphérique
2016-01-01;BP;48.85400;2.41392;MOYENNE DU 24 AU 26 NOVEMBRE 2016;20h-21h;Véhicules Utilitaires;730.3333333333333;Boulevard Périphérique
2016-01-01;BP;48.85400;2.41392;MOYENNE DU 24 AU 26 NOVEMBRE 2016;10h-11h;Poids lourds;239.0;Boulevard Périphérique
2016-01-01;BP;48.85400;2.41392;MOYENNE DU 24 AU 26 NOVEMBRE 2016;19h-20h;Taxis;130.66666666666669;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;07h-08h;Cars;13.0;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;09h-10h;Deux roues-motorisés;935.3333333333333;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;12h-13h;Véhicules Utilitaires;1275.3333333333333;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;14h-15h;Poids lourds;256.0;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;15h-16h;Véhicules Particuliers;3863.0;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;14h-15h;Deux roues-motorisés;314.3333333333333;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;15h-16h;Taxis;195.33333333333334;Boulevard Périphérique
2016-01-01;BP;48.81735;2.36685;MOYENNE DU 24 AU 26 NOVEMBRE 2016;20h-21h;Poids lourds;123.0;Boulevard Périphérique
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;10h-11h;Véhicules Utilitaires;355.0;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;12h-13h;Bus;18.666666666666668;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;13h-14h;Taxis;61.333333333333336;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Taxis;69.66666666666667;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Poids lourds;11.0;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Cars;3.0;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Deux roues-motorisés;179.0;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Véhicules Utilitaires;91.33333333333333;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Poids lourds;40.333333333333336;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Vélib's;3.0;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Poids lourds;12.666666666666666;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Poids lourds;10.0;Paris-Intra-Muros
2014-01-01;75020;48.84704;2.41163;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Cars;4.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;10h-11h;Véhicules Particuliers;1506.6666666666667;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;10h-11h;Deux roues-motorisés;493.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Bus;4.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Vélos Personnels;13.666666666666666;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;09h-10h;Vélib's;9.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;13h-14h;Poids lourds;33.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Bus;4.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Cars;8.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Deux roues-motorisés;480.6666666666667;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Véhicules Particuliers;1366.0;Paris-Intra-Muros
2014-01-01;75017;48.87624;2.28822;MOYENNE DU 18 AU 20 NOVEMBRE 2014;20h-21h;Véhicules Particuliers;1383.0;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Véhicules Utilitaires;413.0;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Véhicules Utilitaires;307.0;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Véhicules Utilitaires;187.0;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Cars;1.0;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Vélos Personnels;11.666666666666666;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Véhicules Particuliers;552.6666666666666;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Véhicules Utilitaires;125.66666666666667;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Cars;1.3333333333333333;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Poids lourds;13.0;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Véhicules Utilitaires;191.0;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Taxis;58.333333333333336;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Poids lourds;5.666666666666667;Paris-Intra-Muros
2014-01-01;BP;48.89882;2.35903;MOYENNE DU 18 AU 20 NOVEMBRE 2014;19h-20h;Taxis;57.333333333333336;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Cars;4.333333333333333;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Vélos Personnels;28.666666666666668;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;12h-13h;Cars;1.3333333333333333;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Véhicules Particuliers;292.33333333333337;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Cars;5.0;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Vélib's;18.333333333333332;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Poids lourds;4.666666666666667;Paris-Intra-Muros
2014-01-01;75018;48.88480;2.32696;MOYENNE DU 18 AU 20 NOVEMBRE 2014;19h-20h;Taxis;57.0;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Taxis;75.0;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Bus;7.333333333333333;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Cars;2.6666666666666665;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Vélib's;36.666666666666664;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;09h-10h;Deux roues-motorisés;211.33333333333334;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;12h-13h;Véhicules Utilitaires;191.33333333333334;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Véhicules Particuliers;587.3333333333334;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Poids lourds;13.333333333333334;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Taxis;78.33333333333333;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Deux roues-motorisés;93.33333333333333;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Véhicules Particuliers;641.0;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;10h-11h;Vélib's;3.3333333333333335;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;12h-13h;Cars;0.6666666666666666;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;13h-14h;Véhicules Utilitaires;132.33333333333334;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;13h-14h;Cars;2.0;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Poids lourds;12.0;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Deux roues-motorisés;94.33333333333333;Paris-Intra-Muros
2014-01-01;75013;48.82893;2.35639;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Vélib's;18.0;Paris-Intra-Muros
2014-01-01;75015;48.84342;2.30570;MOYENNE DU 18 AU 20 NOVEMBRE 2014;10h-11h;Véhicules Particuliers;309.0;Paris-Intra-Muros
2014-01-01;75015;48.84342;2.30570;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Vélib's;17.666666666666668;Paris-Intra-Muros
2014-01-01;75015;48.84342;2.30570;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Bus;23.0;Paris-Intra-Muros
2014-01-01;75015;48.84342;2.30570;MOYENNE DU 18 AU 20 NOVEMBRE 2014;20h-21h;Véhicules Utilitaires;27.666666666666668;Paris-Intra-Muros
2014-01-01;75015;48.84342;2.30570;MOYENNE DU 18 AU 20 NOVEMBRE 2014;20h-21h;Poids lourds;1.6666666666666665;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Cars;1.0;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;09h-10h;Bus;25.333333333333332;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Bus;24.666666666666664;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Véhicules Utilitaires;41.333333333333336;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Poids lourds;0.6666666666666666;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;19h-20h;Véhicules Utilitaires;18.666666666666668;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;20h-21h;Cars;0.6666666666666666;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;14h-15h;Bus;26.666666666666668;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Poids lourds;3.0;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Véhicules Particuliers;462.66666666666663;Paris-Intra-Muros
2014-01-01;75014;48.84301;2.32593;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Cars;0.6666666666666666;Paris-Intra-Muros
2014-01-01;75014;48,82022;2.323826;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Bus;27.333333333333336;Paris-Intra-Muros
2014-01-01;75014;48,82022;2.323826;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Véhicules Particuliers;824.3333333333334;Paris-Intra-Muros
2014-01-01;75014;48,82022;2.323826;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Deux roues-motorisés;103.66666666666666;Paris-Intra-Muros
2014-01-01;75014;48,82022;2.323826;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Poids lourds;11.0;Paris-Intra-Muros
2014-01-01;75014;48,82022;2.323826;MOYENNE DU 18 AU 20 NOVEMBRE 2014;19h-20h;Vélos Personnels;18.333333333333332;Paris-Intra-Muros
2014-01-01;75004;48.86067;2.35333;MOYENNE DU 18 AU 20 NOVEMBRE 2014;07h-08h;Taxis;139.33333333333334;Paris-Intra-Muros
2014-01-01;75004;48.86067;2.35333;MOYENNE DU 18 AU 20 NOVEMBRE 2014;08h-09h;Cars;11.0;Paris-Intra-Muros
2014-01-01;75004;48.86067;2.35333;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Véhicules Utilitaires;41.33333333333333;Paris-Intra-Muros
2014-01-01;75004;48.86067;2.35333;MOYENNE DU 18 AU 20 NOVEMBRE 2014;17h-18h;Cars;2.0;Paris-Intra-Muros
2014-01-01;75004;48.86067;2.35333;MOYENNE DU 18 AU 20 NOVEMBRE 2014;18h-19h;Véhicules Utilitaires;18.333333333333336;Paris-Intra-Muros
2014-01-01;75004;48.86067;2.35333;MOYENNE DU 18 AU 20 NOVEMBRE 2014;19h-20h;Poids lourds;6.0;Paris-Intra-Muros
2014-01-01;75004;48.85519;2.36139;MOYENNE DU 18 AU 20 NOVEMBRE 2014;15h-16h;Cars;2.0;Paris-Intra-Muros
2014-01-01;75004;48.85519;2.36139;MOYENNE DU 18 AU 20 NOVEMBRE 2014;16h-17h;Poids lourds;1.3333333333333333;Paris-Intra-Muros
2014-01-01;75004;48.85519;2.36139;MOYENNE DU 18 AU 20 NOVEMBRE 2014;20h-21h;Deux roues-motorisés;225.0;Paris-Intra-Muros
